Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0,1291.2,0.0,BE,2020,0
HRM2_IR0052,52,Immaterielle Anlagen,34486.2,29796.8,62589.9,BE,2020,4689.399999999998
HRM2_IR0054,54,Darlehen,23900,51148.4,29217.5,BE,2020,-27248.4
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0,0.0,0.0,BE,2020,0
HRM2_IR0056,56,Eigene Investitionsbeiträge,148238.9,105918.5,122495.0,BE,2020,42320.399999999994
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,19850,14991.6,19850.0,BE,2020,4858.4
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0,0.0,0.0,BE,2020,0
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,3098.4,5868.6,104.0,BE,2020,-2770.2000000000003
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,7031,5604.6,8085.0,BE,2020,1426.3999999999996
HRM2_IR0062,62,Abgang immaterielle Anlagen,453.4,871.3,3497.8,BE,2020,-417.9
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,59287.2,46515.1,55851.4,BE,2020,12772.099999999999
HRM2_IR0064,64,Rückzahlung von Darlehen,26000,35485.5,27572.5,BE,2020,-9485.5
HRM2_IR0065,65,Übertragung von Beteiligungen,0,10158.2,0.0,BE,2020,0
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0,437.2,0.0,BE,2020,0
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,19850,14991.6,19850.0,BE,2020,4858.4
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0,0.0,0.0,BE,2020,0
HRM2_BI0010,10,Finanzvermögen,5235848,5843069.800000001,5258153.399999999,BE,2020,-607221.8000000007
HRM2_BI0014,14,Verwaltungsvermögen,8112631.199999999,6989288.8,7473780.9,BE,2020,1123342.3999999994
HRM2_BI0020,20,Fremdkapital,12052566.399999999,12150364.899999999,11988692.100000001,BE,2020,-97798.5
HRM2_BI0029,29,Eigenkapital,1295913.2,681993.7,743242.2,BE,2020,613919.5
HRM2_ER0030,30,Personalaufwand,637323.8171,623195.3913400001,648509.42514,BL,2020,14128.425759999896
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,266153.9169,256760.11599000002,264896.23102,BL,2020,9393.80090999999
HRM2_neu_ER0033,33,Abschreibungen VV,93735.653,90426.41064,103380.838,BL,2020,3309.242360000004
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,4533,897.183,0,BL,2020,3635.817
HRM2_ER0036,36,Transferaufwand,1645402.862,1759454.8353900001,1682149.50242,BL,2020,-114051.97339000017
HRM2_ER0037,37,Durchlaufende Beiträge,87720.916,89039.46751,88267.373,BL,2020,-1318.5515100000048
HRM2_ER0039,39,Interne Verrechungen,29066.5952,31347.303600000003,17265.781199999998,BL,2020,-2280.708400000003
HRM2_neu_ER0040,40,Fiskalertrag,1844077,1776893.72102,1839442.9435999999,BL,2020,67183.27897999994
HRM2_ER0041,41,Regalien und Konzessionen,44983.2,115513.67755,90129.2,BL,2020,-70530.47755
HRM2_ER0042,42,Entgelte,131380.619,115629.86472,120710.76,BL,2020,15750.754280000008
HRM2_neu_ER0043,43,Verschiedene Erträge,3767.5,5432.97691,3655.1,BL,2020,-1665.4769100000003
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,25269.232,25862.496440000003,14395.815,BL,2020,-593.2644400000027
HRM2_ER0046,46,Transferertrag,587003.9071,603754.86853,609267.82103,BL,2020,-16750.961430000025
HRM2_ER0047,47,Durchlaufende Beiträge,87720.916,89039.46751,88267.373,BL,2020,-1318.5515100000048
HRM2_ER0049,49,Interne Verrechnungen,29066.5952,31347.303600000003,17265.781199999998,BL,2020,-2280.708400000003
HRM2_neu_ER0034,34,Finanzaufwand,37326.956,40779.40228,35803.685,BL,2020,-3452.4462800000038
HRM2_neu_ER0044,44,Finanzertrag,112138.236,103479.10203,111611.524,BL,2020,8659.13397000001
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,27048,27048.0,55548,BL,2020,0.0
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,0,0.0,0,BL,2020,0
HRM2_IR0050,50,Sachanlagen,209444.1,199284.80232,204843.3,BL,2020,10159.297680000018
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0,0.0,0,BL,2020,0
HRM2_IR0052,52,Immaterielle Anlagen,0,0.0,0,BL,2020,0
HRM2_IR0054,54,Darlehen,0,644.53895,5000,BL,2020,0
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0,0.0,0,BL,2020,0
HRM2_IR0056,56,Eigene Investitionsbeiträge,17150,4027.57494,22650.861,BL,2020,13122.42506
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,0,0.0,0,BL,2020,0
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0,0.0,0,BL,2020,0
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0,210.89473999999998,0,BL,2020,0
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,185,0.0,0,BL,2020,185.0
HRM2_IR0062,62,Abgang immaterielle Anlagen,0,0.0,0,BL,2020,0
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,17990,24540.37641,17990,BL,2020,-6550.376410000001
HRM2_IR0064,64,Rückzahlung von Darlehen,5102,56.2,10102,BL,2020,5045.8
HRM2_IR0065,65,Übertragung von Beteiligungen,0,0.0,0,BL,2020,0
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,100,0.0,100,BL,2020,100.0
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,0,0.0,0,BL,2020,0
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0,0.0,0,BL,2020,0
HRM2_BI0010,10,Finanzvermögen,0,2566617.4972200003,0,BL,2020,0
HRM2_BI0014,14,Verwaltungsvermögen,0,2579203.58325,0,BL,2020,0
HRM2_BI0020,20,Fremdkapital,0,5245758.924769999,0,BL,2020,0
HRM2_BI0029,29,Eigenkapital,0,-99937.8443,0,BL,2020,0
HRM2_ER0030,30,Personalaufwand,1293526.76979,1301340.757,1335213.638,BS,2020,-7813.987209999934
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,445564.57535,431445.666,450743.422,BS,2020,14118.909349999973
HRM2_neu_ER0033,33,Abschreibungen VV,197200.08474,210224.79200000002,208728.88900000002,BS,2020,-13024.707260000025
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,0,0.0,0.0,BS,2020,0
HRM2_ER0036,36,Transferaufwand,2084290.6193799998,2174060.06,2081290.386,BS,2020,-89769.44062000024
HRM2_ER0037,37,Durchlaufende Beiträge,0,0.0,0.0,BS,2020,0
